model_name,model_size_mb,load_time_sec,memory_increase_mb,avg_inference_time,std_inference_time
genre_discogs,0,2.9087066650390625e-05,0.0,1.1000208059946697,0.007800415081754294
mood_happy,0,5.3882598876953125e-05,0.0,1.0935382843017578,0.003965423425884824
danceability,0,4.7206878662109375e-05,0.0,1.1059966882069905,0.009482103431455632
